"full_path","source_root","relative_path","name","extension","size_bytes","size_mb","modified_time","sheet_count","approx_rows","approx_columns","encoding","possible_source","probable_content","key_variables_identified","thematic_category","potential_utility","status","compressed_entry_count","compressed_entry_extensions","observations"
"${DATA_PART_II}\52_EHogares_monica\E. Analisis varios\m2014.dta","${DATA_PART_II}","52_EHogares_monica\E. Analisis varios\m2014.dta","m2014.dta",".dta","103090437","98.315","2017-06-18T21:21:15",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","timestamp","other","unclear until manual review","pending","","","Binary/statistical format inventoried from printable metadata sample only."
"${DATA_PART_II}\52_EHogares_monica\E. Analisis varios\m2014_v2.dta","${DATA_PART_II}","52_EHogares_monica\E. Analisis varios\m2014_v2.dta","m2014_v2.dta",".dta","71520744","68.207","2016-05-20T12:08:50",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","timestamp","other","unclear until manual review","pending","","","Binary/statistical format inventoried from printable metadata sample only."
"${DATA_PART_II}\52_EHogares_monica\E. Analisis varios\panel89-13.dta","${DATA_PART_II}","52_EHogares_monica\E. Analisis varios\panel89-13.dta","panel89-13.dta",".dta","246611887","235.187","2016-04-16T11:05:03",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","timestamp","other","unclear until manual review","pending","","","Binary/statistical format inventoried from printable metadata sample only."
"${DATA_PART_II}\52_EHogares_monica\E. Analisis varios\panel89-14.dta","${DATA_PART_II}","52_EHogares_monica\E. Analisis varios\panel89-14.dta","panel89-14.dta",".dta","118286573","112.807","2016-06-26T19:18:44",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","timestamp","other","unclear until manual review","pending","","","Binary/statistical format inventoried from printable metadata sample only."
"${DATA_PART_II}\52_EHogares_monica\E. Analisis varios\panel89-14a (2).dta","${DATA_PART_II}","52_EHogares_monica\E. Analisis varios\panel89-14a (2).dta","panel89-14a (2).dta",".dta","244759753","233.421","2016-11-03T17:43:49",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","timestamp","other","unclear until manual review","pending","","","Binary/statistical format inventoried from printable metadata sample only."
"${DATA_PART_II}\52_EHogares_monica\E. Analisis varios\panel89-14a.dta","${DATA_PART_II}","52_EHogares_monica\E. Analisis varios\panel89-14a.dta","panel89-14a.dta",".dta","251353633","239.71","2017-02-13T17:50:08",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","timestamp","other","unclear until manual review","pending","","","Binary/statistical format inventoried from printable metadata sample only."
"${DATA_PART_II}\52_EHogares_monica\E. Analisis varios\panel89-95.dta","${DATA_PART_II}","52_EHogares_monica\E. Analisis varios\panel89-95.dta","panel89-95.dta",".dta","44570568","42.506","2016-07-22T18:35:06",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","timestamp","other","unclear until manual review","pending","","","Binary/statistical format inventoried from printable metadata sample only."
"${DATA_PART_II}\52_EHogares_monica\E. Analisis varios\panel99-13.dta","${DATA_PART_II}","52_EHogares_monica\E. Analisis varios\panel99-13.dta","panel99-13.dta",".dta","56089305","53.491","2015-12-23T17:00:43",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","timestamp","other","unclear until manual review","pending","","","Binary/statistical format inventoried from printable metadata sample only."
"${DATA_PART_II}\52_EHogares_monica\E. Analisis varios\panel99-14.dta","${DATA_PART_II}","52_EHogares_monica\E. Analisis varios\panel99-14.dta","panel99-14.dta",".dta","83260629","79.404","2016-07-22T18:35:10",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","timestamp","technology","unclear until manual review","pending","","","Binary/statistical format inventoried from printable metadata sample only."
"${DATA_PART_II}\52_EHogares_monica\E. Analisis varios\parapanel.dta","${DATA_PART_II}","52_EHogares_monica\E. Analisis varios\parapanel.dta","parapanel.dta",".dta","68216792","65.057","2015-11-24T22:46:00",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","timestamp","other","unclear until manual review","pending","","","Binary/statistical format inventoried from printable metadata sample only."
"${DATA_PART_II}\52_EHogares_monica\E. Analisis varios\pseudo panel 1999-2013.dta","${DATA_PART_II}","52_EHogares_monica\E. Analisis varios\pseudo panel 1999-2013.dta","pseudo panel 1999-2013.dta",".dta","79159573","75.492","2015-12-01T15:14:37",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","timestamp","other","unclear until manual review","pending","","","Binary/statistical format inventoried from printable metadata sample only."
"${DATA_PART_II}\52_EHogares_monica\output_country_year\ehogares_bolivia_country_year_indicator.parquet","${DATA_PART_II}","52_EHogares_monica\output_country_year\ehogares_bolivia_country_year_indicator.parquet","ehogares_bolivia_country_year_indicator.parquet",".parquet","9357970","8.924","2026-06-19T22:35:12",,,,"","local file; source not explicit from name","Likely country-year macroeconomic indicators.","output_country_year; ehogares_bolivia_country_year_indicator","macroeconomic indicators","medium to high: candidate for country-year panel","useful","","","Binary/statistical format inventoried from printable metadata sample only."
"${DATA_PART_II}\52_EHogares_monica\output_country_year\ehogares_bolivia_disaggregation_year_indicator.parquet","${DATA_PART_II}","52_EHogares_monica\output_country_year\ehogares_bolivia_disaggregation_year_indicator.parquet","ehogares_bolivia_disaggregation_year_indicator.parquet",".parquet","28841898","27.506","2026-06-19T22:35:16",,,,"","local file; source not explicit from name","Likely country-year macroeconomic indicators.","output_country_year; ehogares_bolivia_disaggregation_year_indicator","macroeconomic indicators","medium to high: candidate for country-year panel","useful","","","Binary/statistical format inventoried from printable metadata sample only."
"${DATA_PART_II}\52_EHogares_monica\output_country_year\ehogares_variable_dictionary.csv","${DATA_PART_II}","52_EHogares_monica\output_country_year\ehogares_variable_dictionary.csv","ehogares_variable_dictionary.csv",".csv","372529","0.355","2026-06-19T22:35:16",,"7684","7","UTF-8 BOM","local file; source not explicit from name","Likely code dictionary, classifier, metadata, or concordance.","output_country_year; year; has_value_labels","dictionaries and metadata","medium: candidate for harmonization and labels","possibly useful","","","Rows estimated from first sample bytes; file not fully scanned. Delimiter: ,."
"${DATA_PART_II}\52_EHogares_monica\output_country_year\quality_control\QC_by_survey.csv","${DATA_PART_II}","52_EHogares_monica\output_country_year\quality_control\QC_by_survey.csv","QC_by_survey.csv",".csv","1969","0.002","2026-06-19T22:35:16",,"22","9","UTF-8 BOM","local file; source not explicit from name","Content inferred from file name and sampled fields only.","output_country_year; year","other","unclear until manual review","pending","","","Rows estimated from first sample bytes; file not fully scanned. Delimiter: ,."
"${DATA_PART_II}\52_EHogares_monica\output_country_year\quality_control\QC_summary.csv","${DATA_PART_II}","52_EHogares_monica\output_country_year\quality_control\QC_summary.csv","QC_summary.csv",".csv","112","0","2026-06-19T22:35:16",,"1","6","UTF-8 BOM","local file; source not explicit from name","Content inferred from file name and sampled fields only.","output_country_year; first_year; last_year","other","unclear until manual review","pending","","","Rows estimated from first sample bytes; file not fully scanned. Delimiter: ,."
"${DATA_PART_II}\52_EHogares_monica\output_country_year\survey_partitions\m1989.parquet","${DATA_PART_II}","52_EHogares_monica\output_country_year\survey_partitions\m1989.parquet","m1989.parquet",".parquet","27915265","26.622","2026-06-19T22:12:32",,,,"","local file; source not explicit from name","Contains Bolivia-related material; exact content requires review.","output_country_year","other","unclear until manual review","pending","","","Binary/statistical format inventoried from printable metadata sample only."
"${DATA_PART_II}\52_EHogares_monica\output_country_year\survey_partitions\m1989b.parquet","${DATA_PART_II}","52_EHogares_monica\output_country_year\survey_partitions\m1989b.parquet","m1989b.parquet",".parquet","22219","0.021","2026-06-19T22:12:45",,,,"","local file; source not explicit from name","Contains Bolivia-related material; exact content requires review.","output_country_year","other","unclear until manual review","pending","","","Binary/statistical format inventoried from printable metadata sample only."
"${DATA_PART_II}\52_EHogares_monica\output_country_year\survey_partitions\m1990.parquet","${DATA_PART_II}","52_EHogares_monica\output_country_year\survey_partitions\m1990.parquet","m1990.parquet",".parquet","24867","0.024","2026-06-19T22:13:04",,,,"","local file; source not explicit from name","Contains Bolivia-related material; exact content requires review.","output_country_year","other","unclear until manual review","pending","","","Binary/statistical format inventoried from printable metadata sample only."
"${DATA_PART_II}\52_EHogares_monica\output_country_year\survey_partitions\m1991.parquet","${DATA_PART_II}","52_EHogares_monica\output_country_year\survey_partitions\m1991.parquet","m1991.parquet",".parquet","25272","0.024","2026-06-19T22:13:19",,,,"","local file; source not explicit from name","Contains Bolivia-related material; exact content requires review.","output_country_year","other","unclear until manual review","pending","","","Binary/statistical format inventoried from printable metadata sample only."
"${DATA_PART_II}\52_EHogares_monica\output_country_year\survey_partitions\m1992.parquet","${DATA_PART_II}","52_EHogares_monica\output_country_year\survey_partitions\m1992.parquet","m1992.parquet",".parquet","31542","0.03","2026-06-19T22:13:37",,,,"","local file; source not explicit from name","Contains Bolivia-related material; exact content requires review.","output_country_year","other","unclear until manual review","pending","","","Binary/statistical format inventoried from printable metadata sample only."
"${DATA_PART_II}\52_EHogares_monica\output_country_year\survey_partitions\m1993.parquet","${DATA_PART_II}","52_EHogares_monica\output_country_year\survey_partitions\m1993.parquet","m1993.parquet",".parquet","26810","0.026","2026-06-19T22:13:53",,,,"","local file; source not explicit from name","Contains Bolivia-related material; exact content requires review.","output_country_year","other","unclear until manual review","pending","","","Binary/statistical format inventoried from printable metadata sample only."
"${DATA_PART_II}\52_EHogares_monica\output_country_year\survey_partitions\m1994.parquet","${DATA_PART_II}","52_EHogares_monica\output_country_year\survey_partitions\m1994.parquet","m1994.parquet",".parquet","30476","0.029","2026-06-19T22:14:13",,,,"","local file; source not explicit from name","Contains Bolivia-related material; exact content requires review.","output_country_year","other","unclear until manual review","pending","","","Binary/statistical format inventoried from printable metadata sample only."
"${DATA_PART_II}\52_EHogares_monica\output_country_year\survey_partitions\m1995.parquet","${DATA_PART_II}","52_EHogares_monica\output_country_year\survey_partitions\m1995.parquet","m1995.parquet",".parquet","25399","0.024","2026-06-19T22:14:23",,,,"","local file; source not explicit from name","Contains Bolivia-related material; exact content requires review.","output_country_year","other","unclear until manual review","pending","","","Binary/statistical format inventoried from printable metadata sample only."
"${DATA_PART_II}\52_EHogares_monica\output_country_year\survey_partitions\m1999.parquet","${DATA_PART_II}","52_EHogares_monica\output_country_year\survey_partitions\m1999.parquet","m1999.parquet",".parquet","473232","0.451","2026-06-19T22:14:49",,,,"","local file; source not explicit from name","Contains Bolivia-related material; exact content requires review.","output_country_year","other","unclear until manual review","pending","","","Binary/statistical format inventoried from printable metadata sample only."
"${DATA_PART_II}\52_EHogares_monica\output_country_year\survey_partitions\m2000.parquet","${DATA_PART_II}","52_EHogares_monica\output_country_year\survey_partitions\m2000.parquet","m2000.parquet",".parquet","1602400","1.528","2026-06-19T22:15:57",,,,"","local file; source not explicit from name","Contains Bolivia-related material; exact content requires review.","output_country_year","other","unclear until manual review","pending","","","Binary/statistical format inventoried from printable metadata sample only."
"${DATA_PART_II}\52_EHogares_monica\output_country_year\survey_partitions\m2001.parquet","${DATA_PART_II}","52_EHogares_monica\output_country_year\survey_partitions\m2001.parquet","m2001.parquet",".parquet","784240","0.748","2026-06-19T22:17:04",,,,"","local file; source not explicit from name","Contains Bolivia-related material; exact content requires review.","output_country_year","other","unclear until manual review","pending","","","Binary/statistical format inventoried from printable metadata sample only."
"${DATA_PART_II}\52_EHogares_monica\output_country_year\survey_partitions\m2002.parquet","${DATA_PART_II}","52_EHogares_monica\output_country_year\survey_partitions\m2002.parquet","m2002.parquet",".parquet","1736258","1.656","2026-06-19T22:18:29",,,,"","local file; source not explicit from name","Contains Bolivia-related material; exact content requires review.","output_country_year","other","unclear until manual review","pending","","","Binary/statistical format inventoried from printable metadata sample only."
